Soil_Type,Soil_pH,Moisture_Level,Season,Location_Region,Previous_Crop,Recommended_Crop
Laterite,7.72,High,Rabi,Kerala,Sugarcane,Sugarcane
Alluvial,7.51,Low,Zaid,Tamil Nadu,Maize,Banana
Loamy,6.76,Medium,Rabi,Haryana,Wheat,Groundnut
Alluvial,8.34,Medium,Winter,Maharashtra,Rice,Wheat
Sandy,5.76,High,Summer,Tamil Nadu,Sugarcane,Cumin
Alluvial,6.46,High,Kharif,Telangana,Rice,Soybean
Sandy,8.5,Low,Zaid,Maharashtra,Maize,Banana
Clay,8.08,Low,Winter,Maharashtra,Groundnut,Banana
Alluvial,5.29,High,Zaid,Bihar,None,Cotton
Loamy,7.62,Medium,Winter,Maharashtra,Cotton,Sugarcane
Loamy,5.23,Medium,Rabi,Uttar Pradesh,Cotton,Cumin
Black,4.53,Low,Zaid,Bihar,None,Pulses
Clay,7.72,Medium,Rabi,Bihar,Pulses,Wheat
Black,6.94,High,Zaid,Punjab,Pulses,Pulses
Alluvial,7.05,Medium,Kharif,Karnataka,None,Banana
Alluvial,6.89,Medium,Rabi,Kerala,Cotton,Wheat
Sandy,7.9,Low,Zaid,Tamil Nadu,Rice,Cumin
Red,8.39,High,Zaid,Bihar,Groundnut,Cumin
Sandy,8.35,High,Summer,Uttar Pradesh,None,Soybean
Black,4.83,High,Zaid,Bihar,Cotton,Wheat
Loamy,4.85,Low,Winter,Telangana,Wheat,Sugarcane
Sandy,4.56,High,Rabi,Uttar Pradesh,Sugarcane,Rice
Alluvial,8.05,High,Summer,Haryana,Rice,Wheat
Clay,5.63,Medium,Kharif,Telangana,None,Cumin
Clay,4.6,High,Zaid,Uttar Pradesh,Rice,Pulses
Clay,8.17,High,Rabi,Tamil Nadu,Wheat,Soybean
Red,7.88,Medium,Winter,Telangana,Rice,Wheat
Black,4.78,Medium,Winter,Maharashtra,None,Rice
Loamy,8.12,Medium,Rabi,Telangana,Wheat,Cumin
Loamy,7.21,Medium,Summer,Telangana,Maize,Pulses
Loamy,7.16,Medium,Summer,Gujarat,Rice,Banana
Laterite,4.82,Medium,Winter,Maharashtra,Groundnut,Banana
Sandy,7.42,High,Kharif,Gujarat,Sugarcane,Banana
Red,5.17,High,Kharif,Karnataka,Maize,Maize
Clay,7.48,High,Rabi,Kerala,Wheat,Pulses
Black,7.59,Low,Rabi,Punjab,None,Wheat
Loamy,6.41,High,Kharif,Uttar Pradesh,Wheat,Wheat
Sandy,7.14,High,Rabi,Punjab,Pulses,Pulses
Alluvial,7.73,Low,Zaid,Bihar,Sugarcane,Rice
Red,5.54,High,Rabi,Uttar Pradesh,Rice,Sugarcane
Loamy,8.35,High,Winter,Bihar,Cotton,Wheat
Laterite,7.96,High,Summer,Punjab,Maize,Groundnut
Clay,6.08,High,Summer,Karnataka,Maize,Banana
Clay,5.49,Medium,Kharif,Bihar,Pulses,Soybean
Loamy,7.0,Low,Winter,Kerala,Maize,Maize
Sandy,7.82,High,Zaid,Bihar,None,Pulses
Laterite,5.79,Low,Summer,Bihar,None,Wheat
Loamy,7.49,Low,Rabi,Maharashtra,Wheat,Cumin
Red,5.23,Medium,Summer,Uttar Pradesh,Groundnut,Maize
Loamy,6.41,High,Summer,Uttar Pradesh,Rice,Maize
Laterite,5.06,Medium,Rabi,Karnataka,None,Wheat
Alluvial,7.9,Low,Zaid,Telangana,Maize,Cumin
Laterite,5.69,Low,Rabi,Haryana,Rice,Groundnut
Laterite,6.8,Medium,Zaid,Punjab,Cotton,Rice
Sandy,8.31,High,Kharif,Punjab,Sugarcane,Wheat
Sandy,5.66,Medium,Rabi,Telangana,Groundnut,Cumin
Alluvial,8.04,Medium,Zaid,Telangana,Maize,Cumin
Loamy,6.65,Low,Kharif,Kerala,Cotton,Rice
Clay,7.85,High,Zaid,Bihar,Cotton,Wheat
Clay,7.4,High,Rabi,Kerala,Wheat,Banana
Laterite,5.35,Medium,Winter,Telangana,Pulses,Soybean
Red,7.72,Medium,Kharif,Tamil Nadu,Rice,Sugarcane
Loamy,6.11,Medium,Winter,Uttar Pradesh,Rice,Maize
Sandy,7.58,High,Summer,Gujarat,Maize,Banana
Laterite,4.55,Low,Summer,Tamil Nadu,Cotton,Cotton
Alluvial,7.94,High,Kharif,Maharashtra,Sugarcane,Wheat
Black,7.18,Medium,Kharif,Uttar Pradesh,Groundnut,Soybean
Alluvial,8.04,Low,Kharif,Uttar Pradesh,Groundnut,Sugarcane
Sandy,5.99,Medium,Summer,Uttar Pradesh,Wheat,Cumin
Alluvial,6.05,High,Summer,Karnataka,Groundnut,Maize
Alluvial,4.79,Medium,Winter,Haryana,Pulses,Sugarcane
Loamy,6.53,Low,Rabi,Tamil Nadu,Cotton,Sugarcane
Alluvial,5.75,Low,Summer,Maharashtra,Groundnut,Maize
Clay,7.04,Low,Zaid,Uttar Pradesh,None,Banana
Red,4.81,Medium,Rabi,Telangana,Wheat,Cotton
Sandy,8.06,Medium,Zaid,Punjab,Rice,Cumin
Alluvial,7.68,Low,Zaid,Bihar,Wheat,Wheat
Clay,8.26,High,Kharif,Karnataka,Sugarcane,Soybean
Laterite,6.52,High,Zaid,Telangana,Groundnut,Groundnut
Red,5.25,Low,Winter,Uttar Pradesh,Cotton,Groundnut
Clay,8.25,Low,Winter,Punjab,Groundnut,Banana
Sandy,5.65,Low,Kharif,Maharashtra,Maize,Banana
Sandy,4.88,Medium,Rabi,Telangana,Maize,Banana
Alluvial,4.53,Medium,Kharif,Punjab,Cotton,Banana
Alluvial,5.37,High,Summer,Gujarat,None,Maize
Black,5.63,Low,Rabi,Tamil Nadu,Pulses,Rice
Laterite,7.03,Low,Kharif,Telangana,Wheat,Banana
Alluvial,5.62,Low,Kharif,Haryana,Maize,Wheat
Black,6.71,Low,Winter,Tamil Nadu,Groundnut,Wheat
Sandy,8.3,Medium,Kharif,Telangana,Pulses,Pulses
Sandy,5.81,High,Rabi,Haryana,Cotton,Maize
Alluvial,6.42,High,Zaid,Gujarat,Wheat,Cumin
Loamy,7.39,Medium,Rabi,Punjab,Wheat,Maize
Red,4.68,High,Rabi,Bihar,Cotton,Groundnut
Loamy,7.55,High,Summer,Punjab,None,Cumin
Red,7.59,Low,Zaid,Punjab,None,Cotton
Sandy,4.54,Medium,Zaid,Karnataka,Maize,Soybean
Loamy,4.86,Low,Winter,Maharashtra,Cotton,Wheat
Sandy,6.85,High,Summer,Gujarat,Groundnut,Maize
Black,4.69,Medium,Rabi,Gujarat,Maize,Pulses
Black,8.25,High,Kharif,Punjab,Groundnut,Rice
Alluvial,5.39,Low,Winter,Karnataka,Wheat,Wheat
Alluvial,6.86,High,Winter,Uttar Pradesh,Wheat,Cotton
Sandy,5.46,Low,Zaid,Kerala,Pulses,Soybean
Laterite,5.45,High,Winter,Telangana,Pulses,Cotton
Sandy,5.09,Medium,Rabi,Kerala,Groundnut,Banana
Black,8.27,High,Kharif,Tamil Nadu,Pulses,Cumin
Laterite,4.53,High,Zaid,Tamil Nadu,Sugarcane,Rice
Alluvial,5.14,High,Zaid,Tamil Nadu,None,Pulses
Black,8.05,Low,Rabi,Karnataka,None,Sugarcane
Laterite,7.18,Medium,Kharif,Uttar Pradesh,Maize,Sugarcane
Alluvial,4.64,High,Kharif,Haryana,Cotton,Sugarcane
Sandy,5.15,Low,Zaid,Kerala,None,Sugarcane
Clay,5.04,Medium,Rabi,Telangana,None,Sugarcane
Sandy,6.85,Medium,Rabi,Tamil Nadu,Rice,Sugarcane
Clay,5.21,Medium,Kharif,Karnataka,Sugarcane,Wheat
Loamy,7.72,Low,Zaid,Tamil Nadu,Pulses,Soybean
Loamy,5.32,Medium,Kharif,Bihar,Cotton,Sugarcane
Loamy,5.23,High,Kharif,Kerala,Sugarcane,Groundnut
Loamy,5.65,Medium,Winter,Punjab,Pulses,Banana
Clay,5.04,Low,Summer,Tamil Nadu,Cotton,Sugarcane
Red,6.31,Medium,Kharif,Tamil Nadu,Sugarcane,Sugarcane
Red,6.68,Low,Kharif,Maharashtra,Groundnut,Cotton
Loamy,5.31,Low,Winter,Uttar Pradesh,Wheat,Cotton
Black,5.75,Medium,Kharif,Telangana,Wheat,Soybean
Alluvial,7.17,Low,Summer,Maharashtra,Pulses,Wheat
Loamy,7.84,High,Kharif,Haryana,Groundnut,Rice
Laterite,6.45,Low,Summer,Telangana,None,Rice
Alluvial,7.38,High,Summer,Telangana,Wheat,Cotton
Red,4.51,High,Rabi,Haryana,Wheat,Groundnut
Black,5.86,Low,Summer,Kerala,Wheat,Rice
Clay,6.7,Medium,Rabi,Bihar,Cotton,Soybean
Alluvial,6.2,Low,Zaid,Kerala,Cotton,Groundnut
Clay,5.96,Medium,Winter,Tamil Nadu,Rice,Sugarcane
Sandy,6.88,High,Rabi,Maharashtra,Pulses,Wheat
Alluvial,6.63,High,Winter,Kerala,None,Banana
Red,5.25,Medium,Winter,Karnataka,None,Sugarcane
Sandy,6.78,High,Rabi,Karnataka,Rice,Soybean
Red,7.08,Medium,Summer,Punjab,Groundnut,Pulses
Laterite,6.04,Low,Kharif,Uttar Pradesh,Pulses,Maize
Laterite,5.62,Low,Zaid,Telangana,Rice,Soybean
Clay,8.26,Low,Winter,Uttar Pradesh,None,Maize
Clay,5.75,High,Kharif,Gujarat,Rice,Banana
Black,6.67,Medium,Rabi,Tamil Nadu,Sugarcane,Cotton
Alluvial,7.24,Low,Winter,Maharashtra,Groundnut,Groundnut
Black,5.32,High,Winter,Uttar Pradesh,Pulses,Banana
Red,7.11,High,Rabi,Bihar,Groundnut,Sugarcane
Alluvial,5.72,High,Kharif,Maharashtra,Groundnut,Cotton
Clay,7.06,Medium,Summer,Uttar Pradesh,Cotton,Banana
Alluvial,5.15,Medium,Rabi,Gujarat,Pulses,Soybean
Sandy,6.66,High,Winter,Punjab,Maize,Wheat
Sandy,5.58,Low,Kharif,Haryana,Pulses,Rice
Laterite,4.52,Medium,Winter,Maharashtra,Groundnut,Pulses
Laterite,4.53,High,Winter,Tamil Nadu,Groundnut,Maize
Clay,7.56,High,Rabi,Tamil Nadu,None,Rice
Sandy,6.24,Medium,Zaid,Telangana,Maize,Wheat
Sandy,4.84,High,Winter,Telangana,None,Groundnut
Black,6.83,High,Summer,Haryana,Groundnut,Soybean
Red,8.0,High,Winter,Bihar,None,Maize
Laterite,4.55,High,Summer,Kerala,Wheat,Soybean
Clay,8.38,Medium,Zaid,Bihar,Groundnut,Maize
Clay,7.2,High,Zaid,Kerala,Groundnut,Cumin
Loamy,4.75,High,Rabi,Tamil Nadu,Rice,Cotton
Loamy,6.9,Medium,Kharif,Bihar,Wheat,Maize
Sandy,4.94,Medium,Zaid,Haryana,Pulses,Soybean
Clay,8.26,Low,Kharif,Haryana,Maize,Groundnut
Black,6.06,Low,Summer,Kerala,Sugarcane,Pulses
Clay,6.49,High,Winter,Maharashtra,Rice,Cotton
Red,5.08,Medium,Zaid,Haryana,Wheat,Wheat
Sandy,8.3,Medium,Winter,Uttar Pradesh,Wheat,Cotton
Black,4.97,High,Kharif,Tamil Nadu,Rice,Maize
Black,6.19,Low,Zaid,Karnataka,Wheat,Groundnut
Black,7.8,Medium,Winter,Haryana,Pulses,Groundnut
Clay,6.71,Low,Kharif,Telangana,None,Soybean
Loamy,8.0,Low,Summer,Tamil Nadu,None,Groundnut
Clay,4.63,High,Summer,Kerala,Wheat,Groundnut
Loamy,7.96,Low,Summer,Maharashtra,Sugarcane,Groundnut
Loamy,8.09,Low,Winter,Uttar Pradesh,Groundnut,Sugarcane
Black,6.28,Medium,Kharif,Tamil Nadu,Rice,Soybean
Laterite,6.6,Medium,Winter,Uttar Pradesh,Cotton,Pulses
Clay,5.13,Low,Summer,Telangana,Maize,Banana
Alluvial,5.84,Medium,Kharif,Bihar,Maize,Cotton
Sandy,4.59,Medium,Rabi,Haryana,Groundnut,Cotton
Sandy,5.65,High,Rabi,Haryana,None,Sugarcane
Laterite,8.17,Medium,Kharif,Tamil Nadu,Sugarcane,Wheat
Laterite,6.51,High,Kharif,Kerala,Sugarcane,Cumin
Alluvial,7.4,Low,Kharif,Bihar,Maize,Rice
Sandy,7.42,High,Summer,Tamil Nadu,Pulses,Cumin
Clay,6.63,High,Rabi,Tamil Nadu,Cotton,Banana
Sandy,4.64,High,Winter,Gujarat,Sugarcane,Cotton
Red,5.93,Low,Rabi,Tamil Nadu,Groundnut,Cotton
Red,7.17,Medium,Rabi,Karnataka,Pulses,Groundnut
Red,4.69,Medium,Winter,Uttar Pradesh,Maize,Soybean
Laterite,7.67,Low,Winter,Karnataka,Wheat,Groundnut
Clay,6.38,High,Kharif,Kerala,None,Groundnut
Alluvial,4.68,High,Rabi,Maharashtra,Groundnut,Banana
Black,7.45,Medium,Rabi,Haryana,Cotton,Maize
Clay,8.34,High,Winter,Gujarat,Rice,Groundnut
Alluvial,5.6,Low,Rabi,Karnataka,Cotton,Sugarcane
Red,6.28,Medium,Rabi,Maharashtra,Pulses,Soybean
Laterite,7.71,Low,Zaid,Gujarat,Wheat,Maize
Black,7.27,Low,Winter,Uttar Pradesh,None,Cotton
Alluvial,7.36,Low,Zaid,Karnataka,Cotton,Groundnut
Laterite,6.1,Low,Rabi,Tamil Nadu,Wheat,Wheat
Loamy,6.82,High,Kharif,Karnataka,Pulses,Soybean
Sandy,4.57,High,Winter,Gujarat,Cotton,Wheat
Sandy,5.81,High,Kharif,Punjab,Groundnut,Soybean
Black,7.7,Medium,Kharif,Punjab,Maize,Rice
Black,6.11,High,Summer,Kerala,Cotton,Cumin
Loamy,6.96,High,Rabi,Haryana,Wheat,Maize
Black,5.03,Medium,Summer,Punjab,Pulses,Wheat
Alluvial,6.1,Medium,Zaid,Haryana,Pulses,Wheat
Sandy,7.37,Low,Winter,Karnataka,Sugarcane,Cumin
Sandy,5.32,Low,Kharif,Bihar,Pulses,Maize
Red,7.59,High,Summer,Haryana,Pulses,Banana
Laterite,7.47,Medium,Zaid,Telangana,Wheat,Rice
Laterite,7.44,Medium,Rabi,Kerala,Groundnut,Banana
Loamy,8.11,Medium,Zaid,Haryana,Rice,Banana
Laterite,7.77,High,Kharif,Tamil Nadu,Wheat,Cotton
Alluvial,7.88,Low,Zaid,Uttar Pradesh,Wheat,Banana
Black,8.16,Low,Winter,Telangana,None,Rice
Laterite,7.77,Low,Summer,Haryana,Cotton,Sugarcane
Sandy,6.64,Low,Kharif,Punjab,Groundnut,Cumin
Red,5.35,High,Kharif,Bihar,Cotton,Soybean
Loamy,8.29,Medium,Rabi,Haryana,Groundnut,Pulses
Black,6.76,Medium,Summer,Tamil Nadu,Groundnut,Pulses
Sandy,5.19,High,Rabi,Haryana,Groundnut,Sugarcane
Sandy,7.24,Medium,Zaid,Punjab,Wheat,Pulses
Loamy,7.59,High,Summer,Maharashtra,Cotton,Banana
Laterite,6.37,Medium,Kharif,Kerala,Wheat,Banana
Red,5.37,High,Zaid,Tamil Nadu,Wheat,Groundnut
Laterite,6.11,High,Kharif,Karnataka,Maize,Wheat
Loamy,5.3,Medium,Summer,Telangana,Sugarcane,Groundnut
Black,6.37,Medium,Kharif,Kerala,None,Banana
Red,7.03,High,Kharif,Haryana,Sugarcane,Pulses
Clay,7.71,High,Winter,Kerala,Groundnut,Sugarcane
Sandy,7.27,High,Zaid,Bihar,None,Sugarcane
Laterite,5.02,Low,Winter,Gujarat,Cotton,Soybean
Sandy,5.05,Low,Summer,Gujarat,Rice,Rice
Sandy,8.43,High,Summer,Tamil Nadu,None,Pulses
Red,5.36,Low,Winter,Gujarat,Rice,Banana
Red,4.61,High,Zaid,Karnataka,Sugarcane,Cumin
Black,6.02,Medium,Kharif,Uttar Pradesh,Sugarcane,Maize
Laterite,7.16,High,Rabi,Punjab,Wheat,Banana
Alluvial,7.56,High,Rabi,Kerala,Pulses,Pulses
Loamy,8.44,Medium,Summer,Bihar,Sugarcane,Sugarcane
Black,6.08,High,Winter,Telangana,Wheat,Sugarcane
Red,4.5,Medium,Rabi,Karnataka,Rice,Cotton
Laterite,5.51,High,Summer,Tamil Nadu,Groundnut,Rice
Clay,5.48,High,Zaid,Gujarat,None,Banana
Clay,7.37,High,Kharif,Karnataka,Rice,Soybean
Clay,5.42,Low,Zaid,Punjab,Pulses,Cotton
Red,6.2,Medium,Winter,Punjab,Wheat,Banana
Red,5.1,Low,Rabi,Karnataka,Maize,Sugarcane
Red,5.02,Low,Rabi,Karnataka,Sugarcane,Rice
Loamy,4.8,Medium,Rabi,Tamil Nadu,Sugarcane,Banana
Black,4.97,High,Zaid,Bihar,Sugarcane,Wheat
Loamy,8.43,Medium,Rabi,Bihar,Groundnut,Pulses
Black,5.66,High,Rabi,Maharashtra,None,Maize
Clay,5.79,High,Zaid,Gujarat,Maize,Groundnut
Red,8.21,High,Summer,Bihar,Pulses,Pulses
Clay,6.1,High,Kharif,Bihar,Cotton,Sugarcane
Sandy,5.31,High,Rabi,Bihar,Groundnut,Rice
Loamy,7.4,Low,Rabi,Telangana,Wheat,Soybean
Red,6.14,Low,Zaid,Bihar,Groundnut,Rice
Red,7.86,Medium,Kharif,Karnataka,Sugarcane,Sugarcane
Clay,4.54,Low,Summer,Punjab,Groundnut,Banana
Loamy,7.14,High,Summer,Karnataka,Sugarcane,Cumin
Loamy,8.22,Medium,Summer,Haryana,Maize,Wheat
Laterite,6.59,Low,Zaid,Bihar,Maize,Groundnut
Red,7.96,Medium,Rabi,Karnataka,Maize,Sugarcane
Red,7.44,Medium,Winter,Bihar,Cotton,Pulses
Loamy,6.65,Medium,Zaid,Telangana,Maize,Groundnut
Clay,5.11,Medium,Zaid,Tamil Nadu,Rice,Cumin
Black,8.5,High,Winter,Telangana,Sugarcane,Cotton
Red,5.83,Low,Summer,Gujarat,Maize,Wheat
Laterite,7.82,Low,Summer,Kerala,Pulses,Rice
Red,6.81,Medium,Kharif,Punjab,Groundnut,Maize
Red,8.07,High,Zaid,Haryana,Cotton,Banana
Laterite,5.85,Medium,Summer,Kerala,Rice,Sugarcane
Loamy,5.49,Medium,Winter,Punjab,None,Soybean
Laterite,6.83,High,Rabi,Maharashtra,Pulses,Cumin
Loamy,6.66,High,Summer,Maharashtra,Groundnut,Wheat
Black,6.15,Low,Summer,Punjab,Wheat,Wheat
Laterite,5.52,Low,Rabi,Kerala,None,Soybean
Loamy,5.8,Low,Rabi,Karnataka,Maize,Maize
Black,7.31,Medium,Zaid,Kerala,Cotton,Maize
Black,8.26,Low,Zaid,Karnataka,Rice,Maize
Red,5.07,Low,Summer,Uttar Pradesh,Cotton,Sugarcane
Black,7.19,High,Rabi,Tamil Nadu,Cotton,Maize
Red,6.55,Medium,Kharif,Kerala,None,Banana
Sandy,6.4,Low,Rabi,Tamil Nadu,Cotton,Cotton
Black,4.58,High,Winter,Maharashtra,Pulses,Rice
Clay,5.55,Medium,Rabi,Uttar Pradesh,Maize,Banana
Red,6.15,Medium,Rabi,Maharashtra,Maize,Cumin
Red,4.94,Medium,Winter,Uttar Pradesh,None,Rice
Red,7.72,High,Winter,Uttar Pradesh,Pulses,Rice
Red,4.85,Low,Rabi,Tamil Nadu,None,Cumin
Laterite,5.02,Medium,Summer,Telangana,Rice,Groundnut
Loamy,7.82,Low,Winter,Tamil Nadu,Groundnut,Soybean
Red,6.5,Medium,Kharif,Tamil Nadu,Wheat,Cotton
Black,4.72,High,Zaid,Uttar Pradesh,Pulses,Rice
Loamy,7.88,Low,Rabi,Bihar,Rice,Wheat
Sandy,5.77,Medium,Rabi,Maharashtra,Cotton,Maize
Clay,4.56,Medium,Summer,Telangana,Rice,Soybean
Alluvial,6.45,Medium,Winter,Gujarat,Pulses,Soybean
Red,4.9,Low,Winter,Maharashtra,None,Cumin
Loamy,7.62,Medium,Kharif,Uttar Pradesh,None,Banana
Laterite,8.28,Low,Summer,Tamil Nadu,Wheat,Sugarcane
Sandy,8.21,Low,Zaid,Tamil Nadu,Maize,Wheat
Black,7.7,High,Kharif,Punjab,Rice,Sugarcane
Black,5.97,High,Winter,Haryana,None,Pulses
Sandy,4.81,Medium,Kharif,Haryana,Pulses,Soybean
Red,5.08,Low,Kharif,Maharashtra,Cotton,Groundnut
Clay,5.78,High,Summer,Tamil Nadu,Rice,Groundnut
Red,8.39,High,Summer,Tamil Nadu,Maize,Pulses
Sandy,8.43,Medium,Summer,Gujarat,Maize,Sugarcane
Alluvial,7.92,Low,Winter,Karnataka,Wheat,Groundnut
Loamy,7.54,Low,Zaid,Gujarat,Pulses,Sugarcane
Loamy,8.25,Medium,Winter,Uttar Pradesh,Rice,Soybean
Red,8.1,High,Summer,Uttar Pradesh,None,Soybean
Loamy,5.99,High,Winter,Telangana,Maize,Soybean
Loamy,8.3,Medium,Summer,Haryana,Groundnut,Banana
Sandy,4.72,Low,Summer,Telangana,Wheat,Pulses
Sandy,6.69,Medium,Rabi,Telangana,Sugarcane,Banana
Loamy,5.82,Medium,Zaid,Uttar Pradesh,Wheat,Wheat
Alluvial,5.54,Low,Zaid,Uttar Pradesh,None,Pulses
Loamy,8.35,Medium,Kharif,Haryana,Rice,Soybean
Laterite,7.65,Medium,Summer,Gujarat,Rice,Maize
Laterite,5.91,High,Zaid,Bihar,Cotton,Banana
Sandy,7.03,High,Rabi,Maharashtra,Wheat,Cotton
Loamy,5.27,Medium,Kharif,Haryana,Pulses,Pulses
Loamy,6.86,High,Zaid,Gujarat,Rice,Maize
Black,8.24,Low,Winter,Gujarat,None,Cumin
Black,7.96,High,Zaid,Punjab,Groundnut,Groundnut
Black,6.14,High,Rabi,Uttar Pradesh,Pulses,Rice
Red,5.34,Medium,Summer,Uttar Pradesh,Cotton,Cotton
Loamy,7.66,Medium,Rabi,Uttar Pradesh,Groundnut,Soybean
Loamy,7.96,Medium,Summer,Karnataka,Cotton,Rice
Loamy,7.88,High,Kharif,Gujarat,Sugarcane,Wheat
Alluvial,6.21,High,Kharif,Uttar Pradesh,Rice,Wheat
Laterite,7.88,Medium,Rabi,Karnataka,Rice,Wheat
Sandy,6.27,Medium,Rabi,Gujarat,None,Sugarcane
Laterite,5.42,High,Summer,Haryana,None,Cumin
Sandy,5.31,High,Summer,Punjab,Sugarcane,Banana
Laterite,8.34,Low,Summer,Karnataka,Rice,Sugarcane
Alluvial,7.61,Low,Zaid,Kerala,Maize,Wheat
Red,7.27,High,Summer,Punjab,Wheat,Rice
Red,6.29,Medium,Winter,Haryana,Cotton,Groundnut
Red,5.83,Medium,Winter,Punjab,Maize,Groundnut
Loamy,7.57,Medium,Summer,Haryana,Maize,Pulses
Black,7.26,Low,Kharif,Maharashtra,Rice,Wheat
Loamy,4.73,Low,Kharif,Maharashtra,Sugarcane,Maize
Black,8.01,Medium,Rabi,Bihar,Pulses,Cotton
Red,4.92,High,Kharif,Uttar Pradesh,Rice,Soybean
Sandy,4.65,Low,Rabi,Gujarat,None,Soybean
Black,6.11,Low,Kharif,Bihar,Cotton,Soybean
Red,5.82,High,Rabi,Haryana,Sugarcane,Sugarcane
Loamy,5.48,Medium,Rabi,Bihar,Wheat,Banana
Sandy,7.54,High,Winter,Telangana,Pulses,Maize
Alluvial,5.99,High,Winter,Haryana,Wheat,Soybean
Loamy,6.54,Low,Winter,Gujarat,Sugarcane,Cotton
Clay,4.62,Low,Zaid,Kerala,Sugarcane,Cumin
Sandy,4.89,Medium,Rabi,Telangana,Wheat,Groundnut
Loamy,5.89,High,Winter,Uttar Pradesh,Maize,Maize
Sandy,8.3,High,Rabi,Karnataka,None,Groundnut
Clay,6.47,Low,Summer,Bihar,Pulses,Pulses
Clay,5.57,Medium,Zaid,Karnataka,Sugarcane,Wheat
Sandy,7.63,High,Kharif,Punjab,None,Sugarcane
Clay,8.16,Low,Winter,Haryana,Groundnut,Cumin
Black,4.57,Low,Summer,Telangana,None,Soybean
Red,6.98,High,Zaid,Gujarat,Wheat,Groundnut
Alluvial,7.04,Medium,Summer,Telangana,None,Cumin
Sandy,8.44,High,Winter,Bihar,Pulses,Wheat
Alluvial,6.93,High,Summer,Haryana,Cotton,Wheat
Laterite,6.17,Low,Winter,Tamil Nadu,None,Rice
Sandy,8.21,High,Rabi,Bihar,Maize,Wheat
Sandy,5.07,Medium,Zaid,Bihar,Sugarcane,Wheat
Laterite,5.83,High,Zaid,Punjab,Rice,Rice
Loamy,4.69,Low,Summer,Maharashtra,Wheat,Cotton
Loamy,5.02,Low,Zaid,Gujarat,Wheat,Cotton
Red,5.43,Medium,Kharif,Punjab,Wheat,Cumin
Red,7.33,Low,Kharif,Tamil Nadu,Cotton,Sugarcane
Red,5.19,Low,Winter,Haryana,Maize,Cotton
Loamy,5.91,Low,Summer,Kerala,Maize,Banana
Clay,7.74,High,Winter,Karnataka,None,Sugarcane
Loamy,5.74,Low,Zaid,Gujarat,Groundnut,Maize
Alluvial,5.56,Low,Kharif,Haryana,Groundnut,Rice
Sandy,5.78,High,Summer,Punjab,Groundnut,Rice
Sandy,7.27,High,Zaid,Kerala,None,Soybean
Loamy,6.89,Low,Winter,Tamil Nadu,Maize,Wheat
Laterite,6.57,High,Summer,Karnataka,Sugarcane,Soybean
Laterite,7.43,Low,Rabi,Bihar,Pulses,Soybean
Laterite,7.72,Medium,Rabi,Haryana,Cotton,Sugarcane
Sandy,7.63,Low,Kharif,Uttar Pradesh,None,Cumin
Black,8.46,Low,Kharif,Telangana,Sugarcane,Soybean
Sandy,5.47,High,Kharif,Telangana,Rice,Banana
Red,5.33,Medium,Kharif,Maharashtra,Cotton,Banana
Alluvial,7.05,Low,Rabi,Tamil Nadu,Rice,Sugarcane
Red,6.76,Low,Kharif,Kerala,Sugarcane,Sugarcane
Clay,6.24,Medium,Summer,Maharashtra,Rice,Soybean
Loamy,6.4,Low,Winter,Maharashtra,Wheat,Soybean
Laterite,6.93,High,Zaid,Telangana,Rice,Maize
Red,6.07,High,Winter,Maharashtra,Sugarcane,Wheat
Laterite,6.68,Medium,Summer,Karnataka,Cotton,Soybean
Sandy,6.43,Low,Zaid,Gujarat,Pulses,Groundnut
Alluvial,6.49,High,Rabi,Haryana,Maize,Rice
Clay,4.9,High,Rabi,Punjab,Cotton,Maize
Clay,6.85,Medium,Kharif,Karnataka,Maize,Sugarcane
Loamy,5.48,Low,Rabi,Kerala,Maize,Cumin
Red,6.12,Medium,Summer,Haryana,Pulses,Cotton
Sandy,7.25,Low,Winter,Uttar Pradesh,Maize,Cumin
Red,5.45,Medium,Winter,Kerala,Maize,Cotton
Red,6.2,High,Winter,Maharashtra,Maize,Groundnut
Red,6.78,Low,Zaid,Uttar Pradesh,Wheat,Cotton
Laterite,5.61,High,Summer,Kerala,None,Rice
Loamy,5.79,Medium,Kharif,Kerala,None,Groundnut
Black,5.32,Medium,Rabi,Uttar Pradesh,Pulses,Soybean
Red,8.24,High,Summer,Gujarat,Groundnut,Cotton
Clay,7.33,Medium,Kharif,Karnataka,Maize,Banana
Red,6.83,High,Summer,Bihar,Cotton,Cumin
Alluvial,4.9,Low,Summer,Punjab,None,Soybean
Laterite,4.71,High,Kharif,Punjab,Groundnut,Groundnut
Black,5.86,Low,Winter,Uttar Pradesh,None,Pulses
Loamy,7.69,High,Zaid,Uttar Pradesh,Cotton,Soybean
Laterite,7.12,Low,Summer,Haryana,Cotton,Sugarcane
Black,6.66,Medium,Summer,Haryana,None,Groundnut
Red,7.07,High,Zaid,Gujarat,None,Wheat
Sandy,5.14,Low,Winter,Karnataka,Sugarcane,Soybean
Black,8.04,High,Summer,Maharashtra,Wheat,Cotton
Red,7.91,Low,Winter,Kerala,Maize,Maize
Alluvial,6.51,Low,Zaid,Haryana,Maize,Groundnut
Alluvial,4.73,Low,Winter,Karnataka,Maize,Rice
Loamy,7.03,High,Winter,Kerala,Pulses,Groundnut
Laterite,5.69,High,Kharif,Telangana,Groundnut,Banana
