Soil_Type,Soil_pH,Moisture_Level,Season,Location_Region,Previous_Crop,Recommended_Crop
Laterite,7.39,Low,Rabi,Maharashtra,Maize,Rice
Loamy,7.43,Medium,Zaid,Karnataka,Groundnut,Soybean
Laterite,6.63,Medium,Zaid,Telangana,Pulses,Groundnut
Loamy,5.39,High,Kharif,Uttar Pradesh,Groundnut,Soybean
Clay,5.95,Medium,Zaid,Telangana,Groundnut,Rice
Alluvial,4.9,Low,Rabi,Punjab,None,Groundnut
Sandy,8.34,High,Kharif,Bihar,Maize,Wheat
Black,6.37,Medium,Zaid,Maharashtra,Groundnut,Groundnut
Clay,7.13,Medium,Zaid,Bihar,Sugarcane,Sugarcane
Black,7.41,Medium,Zaid,Karnataka,Sugarcane,Sugarcane
Clay,6.2,High,Rabi,Bihar,Wheat,Groundnut
Sandy,5.96,Medium,Zaid,Gujarat,None,Pulses
Sandy,4.8,High,Zaid,Tamil Nadu,Maize,Banana
Red,5.64,High,Kharif,Telangana,Pulses,Groundnut
Sandy,5.69,Medium,Zaid,Gujarat,None,Cotton
Red,7.66,High,Kharif,Punjab,None,Banana
Clay,5.17,Medium,Zaid,Bihar,Pulses,Soybean
Loamy,4.57,Low,Zaid,Gujarat,Cotton,Groundnut
Laterite,6.71,Low,Rabi,Kerala,Sugarcane,Rice
Loamy,4.65,High,Zaid,Bihar,Wheat,Groundnut
Clay,7.03,Low,Kharif,Uttar Pradesh,Sugarcane,Groundnut
Clay,7.56,High,Rabi,Bihar,Rice,Rice
Sandy,5.75,High,Zaid,Gujarat,Pulses,Maize
Loamy,5.14,Low,Kharif,Gujarat,Pulses,Groundnut
Black,6.11,High,Rabi,Bihar,Sugarcane,Groundnut
Red,4.75,High,Zaid,Tamil Nadu,Groundnut,Cumin
Alluvial,6.37,High,Rabi,Haryana,None,Sugarcane
Laterite,7.75,Low,Zaid,Telangana,None,Banana
Clay,5.35,Low,Rabi,Telangana,Cotton,Cumin
Red,7.84,Low,Zaid,Punjab,Maize,Maize
Laterite,5.68,Low,Rabi,Karnataka,Cotton,Maize
Laterite,5.22,High,Rabi,Haryana,Maize,Cotton
Loamy,8.31,Low,Kharif,Karnataka,Pulses,Sugarcane
Clay,4.76,Low,Zaid,Telangana,Rice,Pulses
Sandy,6.0,Medium,Zaid,Karnataka,Cotton,Banana
Alluvial,7.63,High,Kharif,Gujarat,Rice,Groundnut
Clay,7.44,Low,Zaid,Haryana,Maize,Cumin
Clay,5.26,Low,Zaid,Gujarat,Sugarcane,Pulses
Alluvial,6.65,High,Zaid,Gujarat,Groundnut,Pulses
Black,6.46,Medium,Zaid,Bihar,Wheat,Maize
Alluvial,6.07,High,Rabi,Tamil Nadu,Cotton,Sugarcane
Laterite,8.12,Low,Zaid,Maharashtra,Maize,Cumin
Clay,7.58,High,Rabi,Bihar,Maize,Groundnut
Laterite,7.19,Low,Rabi,Maharashtra,Pulses,Pulses
Alluvial,6.42,Low,Rabi,Maharashtra,Wheat,Pulses
Laterite,7.32,Low,Kharif,Karnataka,Groundnut,Banana
Laterite,7.44,Medium,Kharif,Karnataka,Sugarcane,Rice
Loamy,5.57,Medium,Zaid,Punjab,Pulses,Groundnut
Clay,4.99,Medium,Zaid,Kerala,Sugarcane,Soybean
Laterite,5.12,High,Zaid,Haryana,Cotton,Pulses
Laterite,4.93,Low,Zaid,Punjab,Maize,Pulses
Loamy,8.2,Medium,Zaid,Telangana,Pulses,Banana
Black,7.74,Low,Kharif,Gujarat,Cotton,Pulses
Clay,6.19,Medium,Kharif,Punjab,Pulses,Groundnut
Laterite,6.11,High,Zaid,Punjab,Groundnut,Banana
Black,7.14,Low,Rabi,Maharashtra,Groundnut,Soybean
Alluvial,5.65,High,Rabi,Uttar Pradesh,Pulses,Pulses
Alluvial,8.49,High,Kharif,Haryana,Wheat,Cotton
Black,7.44,High,Zaid,Uttar Pradesh,Groundnut,Soybean
Sandy,7.78,High,Rabi,Gujarat,Sugarcane,Sugarcane
Alluvial,4.71,Medium,Zaid,Bihar,Sugarcane,Soybean
Black,5.94,Low,Rabi,Punjab,Cotton,Rice
Clay,5.1,High,Rabi,Kerala,Pulses,Groundnut
Black,7.1,Low,Kharif,Karnataka,Pulses,Maize
Loamy,6.66,Medium,Zaid,Maharashtra,Pulses,Maize
Clay,7.16,High,Zaid,Uttar Pradesh,None,Rice
Red,8.22,Medium,Zaid,Karnataka,None,Rice
Alluvial,6.07,High,Zaid,Telangana,Wheat,Wheat
Red,7.37,Low,Rabi,Gujarat,Wheat,Cumin
Black,6.03,Low,Rabi,Gujarat,Pulses,Sugarcane
Loamy,7.02,Medium,Kharif,Bihar,None,Pulses
Alluvial,7.66,High,Kharif,Telangana,Rice,Sugarcane
Clay,7.54,Medium,Zaid,Maharashtra,Groundnut,Cotton
Loamy,5.57,Low,Zaid,Bihar,Maize,Banana
Laterite,6.44,Low,Zaid,Maharashtra,Rice,Cumin
Laterite,8.48,High,Rabi,Kerala,Wheat,Soybean
Laterite,4.96,High,Zaid,Telangana,Rice,Cotton
Black,7.05,Low,Zaid,Tamil Nadu,Cotton,Cumin
Clay,5.37,High,Rabi,Karnataka,Maize,Wheat
Loamy,7.16,High,Kharif,Karnataka,Rice,Cotton
Red,7.38,Low,Rabi,Gujarat,Sugarcane,Soybean
Alluvial,6.94,High,Zaid,Punjab,Rice,Sugarcane
Sandy,6.89,Low,Zaid,Maharashtra,Groundnut,Cumin
Clay,6.3,Medium,Zaid,Bihar,Groundnut,Cotton
Loamy,5.71,Medium,Kharif,Maharashtra,Groundnut,Cotton
Laterite,5.85,Low,Zaid,Kerala,Groundnut,Wheat
Loamy,7.95,Low,Rabi,Tamil Nadu,Sugarcane,Wheat
Laterite,8.39,Medium,Zaid,Karnataka,Wheat,Pulses
Alluvial,8.46,Medium,Zaid,Tamil Nadu,Cotton,Maize
Laterite,5.44,High,Zaid,Telangana,Sugarcane,Banana
Laterite,7.98,Medium,Zaid,Gujarat,Rice,Cotton
Sandy,7.51,High,Rabi,Haryana,Groundnut,Soybean
Clay,8.17,Medium,Rabi,Haryana,Pulses,Cumin
Clay,5.98,High,Kharif,Punjab,Cotton,Maize
Loamy,5.15,High,Zaid,Maharashtra,Maize,Soybean
Loamy,6.48,Low,Kharif,Haryana,Rice,Wheat
Clay,5.23,Medium,Kharif,Karnataka,None,Groundnut
Black,6.4,High,Rabi,Telangana,Rice,Cumin
Red,7.6,High,Rabi,Bihar,None,Cotton
Clay,4.63,Low,Zaid,Punjab,Maize,Banana
Black,5.75,Low,Rabi,Kerala,Rice,Soybean
Sandy,7.9,Low,Zaid,Kerala,Wheat,Maize
Black,5.06,Medium,Zaid,Telangana,None,Maize
Alluvial,7.68,Medium,Zaid,Punjab,Groundnut,Sugarcane
Clay,5.58,Low,Rabi,Maharashtra,Cotton,Cotton
Sandy,5.45,High,Kharif,Karnataka,Sugarcane,Sugarcane
Sandy,6.03,Low,Rabi,Uttar Pradesh,Sugarcane,Soybean
Laterite,8.11,High,Zaid,Uttar Pradesh,Rice,Groundnut
Loamy,5.87,Medium,Kharif,Maharashtra,Cotton,Rice
Sandy,6.99,Low,Zaid,Karnataka,Cotton,Banana
Sandy,6.0,Medium,Zaid,Uttar Pradesh,Rice,Soybean
Alluvial,5.36,Low,Rabi,Uttar Pradesh,Groundnut,Cotton
Loamy,8.07,Low,Kharif,Maharashtra,Rice,Soybean
Red,6.4,High,Zaid,Tamil Nadu,Cotton,Groundnut
Black,5.58,Low,Kharif,Punjab,Pulses,Sugarcane
Laterite,5.09,Medium,Zaid,Kerala,Sugarcane,Wheat
Red,4.65,Low,Zaid,Uttar Pradesh,Wheat,Soybean
Alluvial,7.48,Low,Zaid,Haryana,Sugarcane,Cotton
Alluvial,7.47,Low,Zaid,Telangana,None,Banana
Clay,5.19,Medium,Rabi,Maharashtra,None,Maize
Alluvial,6.55,High,Kharif,Bihar,None,Rice
Laterite,5.67,Medium,Zaid,Maharashtra,None,Pulses
Laterite,5.13,Medium,Rabi,Karnataka,Rice,Cumin
Red,5.65,Low,Zaid,Uttar Pradesh,Groundnut,Soybean
Loamy,6.72,Low,Rabi,Bihar,Wheat,Rice
Black,8.38,Medium,Zaid,Punjab,None,Wheat
Laterite,6.97,Low,Zaid,Telangana,Maize,Wheat
Laterite,7.2,Medium,Zaid,Haryana,Wheat,Groundnut
Black,6.84,Medium,Rabi,Karnataka,Rice,Cumin
Alluvial,7.24,Low,Rabi,Uttar Pradesh,Cotton,Groundnut
Red,4.84,Medium,Rabi,Kerala,Sugarcane,Sugarcane
Loamy,5.45,Medium,Kharif,Punjab,Pulses,Banana
Sandy,5.66,High,Kharif,Telangana,None,Wheat
Black,5.15,Medium,Kharif,Maharashtra,Maize,Soybean
Black,8.2,Medium,Zaid,Haryana,Rice,Soybean
Sandy,8.37,High,Zaid,Tamil Nadu,Groundnut,Sugarcane
Laterite,4.93,High,Zaid,Maharashtra,None,Cumin
Sandy,5.88,Low,Rabi,Tamil Nadu,Groundnut,Cumin
Alluvial,6.88,Low,Rabi,Kerala,Pulses,Soybean
Laterite,8.3,High,Rabi,Karnataka,Pulses,Sugarcane
Red,6.87,High,Zaid,Punjab,Wheat,Pulses
Loamy,7.67,High,Zaid,Punjab,Wheat,Rice
Loamy,6.11,High,Kharif,Uttar Pradesh,Maize,Maize
Loamy,7.17,Medium,Zaid,Gujarat,Sugarcane,Sugarcane
Black,5.35,Low,Zaid,Karnataka,None,Cotton
Clay,8.31,Low,Rabi,Karnataka,Rice,Rice
Laterite,5.89,Low,Kharif,Gujarat,Pulses,Cumin
Laterite,6.4,Medium,Zaid,Bihar,Wheat,Cotton
Alluvial,4.5,Medium,Zaid,Kerala,Wheat,Banana
Alluvial,6.45,Low,Zaid,Maharashtra,Wheat,Pulses
Clay,5.81,Medium,Zaid,Karnataka,Pulses,Wheat
Loamy,7.89,High,Rabi,Punjab,None,Soybean
Red,8.44,Low,Zaid,Kerala,Cotton,Sugarcane
Alluvial,4.7,Low,Zaid,Maharashtra,Cotton,Maize
Red,7.72,Low,Rabi,Tamil Nadu,Rice,Maize
Loamy,5.9,Medium,Zaid,Tamil Nadu,None,Maize
Red,6.91,Low,Rabi,Bihar,Sugarcane,Maize
Black,5.73,High,Kharif,Maharashtra,Cotton,Soybean
Loamy,6.44,Low,Zaid,Tamil Nadu,None,Wheat
Sandy,6.59,High,Kharif,Karnataka,Rice,Wheat
Black,5.69,High,Kharif,Telangana,Sugarcane,Rice
Laterite,7.47,High,Rabi,Haryana,Maize,Groundnut
Red,7.42,Medium,Zaid,Punjab,Rice,Cumin
Sandy,8.04,High,Kharif,Bihar,None,Rice
Clay,6.57,High,Rabi,Uttar Pradesh,None,Groundnut
Alluvial,7.21,Medium,Rabi,Karnataka,None,Pulses
Alluvial,7.19,Low,Rabi,Bihar,Maize,Maize
Black,7.19,Medium,Kharif,Haryana,Rice,Wheat
Red,7.12,Low,Rabi,Kerala,Sugarcane,Pulses
Alluvial,8.21,Medium,Kharif,Gujarat,Maize,Banana
Sandy,6.34,Medium,Kharif,Gujarat,Rice,Maize
Red,6.94,Medium,Rabi,Kerala,Groundnut,Rice
Loamy,7.78,Medium,Zaid,Kerala,Rice,Cumin
Sandy,6.62,Medium,Zaid,Tamil Nadu,Sugarcane,Sugarcane
Clay,8.38,Medium,Rabi,Maharashtra,Cotton,Pulses
Black,5.21,High,Rabi,Punjab,Sugarcane,Soybean
Sandy,5.78,Medium,Zaid,Gujarat,Rice,Banana
Sandy,7.06,Low,Kharif,Haryana,None,Rice
Sandy,6.23,Medium,Rabi,Maharashtra,Groundnut,Banana
Sandy,6.45,High,Zaid,Gujarat,Sugarcane,Rice
Sandy,8.3,Low,Rabi,Bihar,Maize,Rice
Black,6.85,Medium,Rabi,Uttar Pradesh,Maize,Groundnut
Clay,7.41,Medium,Zaid,Kerala,Cotton,Soybean
Clay,6.63,High,Zaid,Telangana,Wheat,Banana
Clay,8.29,Medium,Rabi,Telangana,Cotton,Wheat
Sandy,7.07,High,Zaid,Uttar Pradesh,Rice,Pulses
Clay,5.81,High,Rabi,Telangana,Groundnut,Groundnut
Clay,6.76,Low,Rabi,Punjab,Sugarcane,Cotton
Laterite,4.91,High,Rabi,Karnataka,Wheat,Rice
Black,4.78,Low,Kharif,Haryana,Groundnut,Cotton
Clay,5.06,Medium,Rabi,Karnataka,Pulses,Groundnut
Black,5.79,High,Kharif,Kerala,Sugarcane,Sugarcane
Clay,8.24,Low,Kharif,Uttar Pradesh,Pulses,Wheat
Laterite,6.68,Medium,Zaid,Kerala,Groundnut,Cumin
Sandy,5.92,Low,Rabi,Maharashtra,Cotton,Cumin
Loamy,6.91,High,Rabi,Haryana,Cotton,Pulses
Laterite,7.11,High,Rabi,Uttar Pradesh,Cotton,Pulses
Loamy,6.47,Low,Rabi,Karnataka,None,Pulses
Loamy,5.32,High,Rabi,Maharashtra,Cotton,Sugarcane
Clay,7.17,Low,Zaid,Kerala,Sugarcane,Cotton
Sandy,5.35,Medium,Rabi,Bihar,Groundnut,Wheat
Alluvial,6.43,Low,Rabi,Haryana,Sugarcane,Cotton
Laterite,8.33,Low,Zaid,Kerala,Sugarcane,Banana
Alluvial,7.89,Low,Kharif,Kerala,Cotton,Banana
Laterite,4.66,Medium,Rabi,Karnataka,Sugarcane,Pulses
Loamy,8.02,Low,Rabi,Karnataka,Maize,Cumin
Sandy,8.27,High,Kharif,Telangana,Maize,Cumin
Laterite,7.51,Low,Rabi,Karnataka,Maize,Cotton
Sandy,5.77,High,Rabi,Telangana,Maize,Soybean
Sandy,6.98,Low,Rabi,Gujarat,Groundnut,Pulses
Red,4.55,High,Zaid,Uttar Pradesh,None,Banana
Red,5.65,Medium,Zaid,Bihar,Maize,Wheat
Laterite,5.51,Medium,Kharif,Telangana,Wheat,Cotton
Sandy,4.55,Low,Zaid,Kerala,Pulses,Cumin
Laterite,6.04,Low,Kharif,Karnataka,Maize,Cotton
Alluvial,7.44,Medium,Zaid,Punjab,Groundnut,Cumin
Laterite,8.22,Medium,Zaid,Karnataka,Sugarcane,Wheat
Laterite,8.24,High,Kharif,Haryana,Rice,Banana
Sandy,7.8,High,Rabi,Kerala,Maize,Pulses
Alluvial,5.63,High,Rabi,Uttar Pradesh,Wheat,Soybean
Red,8.34,Medium,Kharif,Gujarat,Sugarcane,Cumin
Black,5.15,Low,Rabi,Punjab,Rice,Wheat
Alluvial,5.47,Low,Zaid,Karnataka,Cotton,Cumin
Red,5.25,Low,Kharif,Maharashtra,Wheat,Cotton
Black,5.59,Medium,Zaid,Maharashtra,Cotton,Cotton
Loamy,6.02,Medium,Kharif,Telangana,Wheat,Cotton
Clay,8.25,High,Zaid,Tamil Nadu,Rice,Maize
Laterite,8.19,High,Zaid,Gujarat,Maize,Sugarcane
Red,6.88,Low,Rabi,Kerala,Sugarcane,Maize
Loamy,5.69,High,Rabi,Bihar,Sugarcane,Pulses
Red,5.66,Medium,Zaid,Kerala,None,Cotton
Laterite,7.54,Medium,Zaid,Tamil Nadu,Cotton,Maize
Sandy,7.22,High,Rabi,Bihar,Rice,Groundnut
Black,7.61,Low,Zaid,Karnataka,Wheat,Cotton
Alluvial,6.89,High,Zaid,Maharashtra,None,Sugarcane
Clay,7.39,Medium,Rabi,Telangana,Pulses,Banana
Black,4.67,Medium,Zaid,Karnataka,Groundnut,Soybean
Laterite,4.71,Low,Zaid,Kerala,Rice,Cumin
Loamy,5.47,Medium,Rabi,Karnataka,Rice,Cotton
Clay,8.42,Low,Rabi,Gujarat,Pulses,Rice
Red,5.29,Medium,Rabi,Karnataka,Rice,Maize
Laterite,7.68,Low,Zaid,Telangana,Maize,Cumin
Red,7.32,High,Zaid,Telangana,Cotton,Banana
Sandy,5.98,Low,Zaid,Bihar,Sugarcane,Cotton
Clay,6.81,Low,Zaid,Maharashtra,Sugarcane,Soybean
Sandy,5.82,Low,Kharif,Maharashtra,None,Rice
Loamy,6.05,Medium,Rabi,Uttar Pradesh,Rice,Groundnut
Sandy,7.68,Low,Rabi,Bihar,Cotton,Rice
Black,4.56,Medium,Rabi,Uttar Pradesh,Groundnut,Pulses
Black,7.06,High,Rabi,Tamil Nadu,Maize,Rice
Red,8.33,High,Rabi,Telangana,Maize,Groundnut
Loamy,7.49,Medium,Zaid,Punjab,Rice,Banana
Loamy,6.62,Low,Kharif,Tamil Nadu,Cotton,Banana
Sandy,5.85,Medium,Zaid,Uttar Pradesh,Rice,Pulses
Black,5.66,High,Zaid,Gujarat,Pulses,Soybean
Clay,4.76,Low,Rabi,Haryana,Cotton,Pulses
Black,5.75,High,Zaid,Punjab,Cotton,Pulses
Clay,6.75,Medium,Zaid,Tamil Nadu,Pulses,Cumin
Clay,6.7,Medium,Rabi,Tamil Nadu,Wheat,Banana
Laterite,5.54,Low,Rabi,Tamil Nadu,Wheat,Groundnut
Clay,6.33,High,Kharif,Karnataka,Maize,Cotton
Black,5.57,Medium,Kharif,Telangana,Pulses,Banana
Sandy,6.64,High,Rabi,Karnataka,Maize,Cotton
Laterite,5.91,High,Rabi,Maharashtra,Wheat,Banana
Red,6.26,High,Rabi,Haryana,Maize,Cotton
Sandy,5.05,Medium,Zaid,Uttar Pradesh,Groundnut,Maize
Laterite,6.55,High,Kharif,Telangana,Wheat,Banana
Black,6.2,Medium,Rabi,Telangana,Rice,Pulses
Black,5.3,Low,Rabi,Telangana,None,Soybean
Red,8.25,Medium,Zaid,Uttar Pradesh,Sugarcane,Sugarcane
Sandy,6.72,High,Rabi,Karnataka,Sugarcane,Soybean
Red,5.22,Low,Zaid,Karnataka,Groundnut,Cumin
Red,7.66,High,Rabi,Karnataka,Cotton,Wheat
Red,5.86,Medium,Kharif,Kerala,Maize,Maize
Laterite,5.52,Low,Zaid,Maharashtra,Wheat,Soybean
Clay,5.5,High,Rabi,Telangana,Cotton,Wheat
Laterite,8.03,High,Rabi,Kerala,Cotton,Banana
Laterite,8.1,Medium,Kharif,Punjab,Pulses,Rice
Sandy,5.5,High,Rabi,Punjab,Groundnut,Sugarcane
Laterite,5.45,Low,Rabi,Haryana,Maize,Cotton
Black,4.96,Medium,Kharif,Kerala,Rice,Groundnut
Red,5.97,Low,Rabi,Uttar Pradesh,Rice,Cotton
Red,8.07,Low,Kharif,Punjab,None,Rice
Laterite,7.89,Medium,Kharif,Bihar,Maize,Groundnut
Red,4.8,Low,Rabi,Gujarat,Rice,Cotton
Red,6.61,High,Zaid,Gujarat,None,Maize
Loamy,4.77,High,Rabi,Telangana,Groundnut,Soybean
Loamy,7.09,Medium,Rabi,Tamil Nadu,Wheat,Rice
Black,4.93,Medium,Rabi,Haryana,Pulses,Cotton
Clay,7.56,Low,Rabi,Kerala,Pulses,Pulses
Red,7.16,Medium,Rabi,Haryana,Groundnut,Soybean
Clay,8.21,Low,Rabi,Bihar,Wheat,Soybean
Loamy,7.8,Low,Kharif,Maharashtra,Rice,Sugarcane
Laterite,5.38,Medium,Rabi,Telangana,Groundnut,Pulses
Black,5.11,Low,Zaid,Haryana,Groundnut,Cotton
Alluvial,5.84,High,Rabi,Punjab,Cotton,Wheat
Black,5.11,High,Kharif,Haryana,Groundnut,Banana
Red,8.44,High,Kharif,Tamil Nadu,Cotton,Sugarcane
Alluvial,5.15,Medium,Rabi,Uttar Pradesh,Cotton,Cotton
Sandy,5.8,Low,Zaid,Bihar,Wheat,Wheat
Red,6.48,Medium,Rabi,Haryana,Rice,Cotton
Alluvial,7.07,Medium,Rabi,Maharashtra,Wheat,Maize
Clay,5.72,High,Zaid,Punjab,Pulses,Banana
Clay,5.19,High,Kharif,Tamil Nadu,Pulses,Soybean
Sandy,4.62,High,Rabi,Uttar Pradesh,Rice,Rice
Black,5.77,Medium,Zaid,Maharashtra,Groundnut,Banana
Red,8.45,Low,Kharif,Tamil Nadu,Maize,Maize
Clay,8.03,High,Zaid,Uttar Pradesh,Groundnut,Pulses
Red,6.15,High,Zaid,Karnataka,Cotton,Rice
Alluvial,7.19,High,Zaid,Maharashtra,Wheat,Maize
Black,5.44,Low,Rabi,Maharashtra,Rice,Pulses
Alluvial,6.67,Low,Zaid,Maharashtra,None,Soybean
Loamy,6.75,Medium,Kharif,Maharashtra,Pulses,Rice
Clay,6.25,Low,Zaid,Uttar Pradesh,Wheat,Rice
Laterite,6.91,Medium,Rabi,Punjab,None,Pulses
Black,6.69,Low,Zaid,Telangana,Rice,Maize
Laterite,7.49,High,Zaid,Haryana,None,Wheat
Red,6.48,Low,Rabi,Karnataka,Groundnut,Cumin
Red,8.15,High,Rabi,Maharashtra,Pulses,Cotton
Black,7.72,High,Kharif,Haryana,Maize,Sugarcane
Black,7.81,Low,Kharif,Haryana,Rice,Rice
Clay,4.65,Medium,Zaid,Maharashtra,Sugarcane,Cumin
Sandy,8.28,High,Rabi,Telangana,Maize,Pulses
Alluvial,5.38,Low,Zaid,Gujarat,Rice,Banana
Red,6.51,High,Rabi,Punjab,Rice,Rice
Black,7.69,Low,Zaid,Bihar,Groundnut,Soybean
Red,7.73,High,Rabi,Uttar Pradesh,Pulses,Wheat
Red,6.88,High,Zaid,Punjab,Rice,Sugarcane
Clay,6.46,Medium,Zaid,Bihar,Sugarcane,Groundnut
Red,5.99,Low,Rabi,Haryana,Sugarcane,Maize
Black,5.45,Medium,Zaid,Punjab,Maize,Sugarcane
Alluvial,5.83,Low,Zaid,Gujarat,Maize,Maize
Laterite,6.58,Medium,Rabi,Haryana,Wheat,Groundnut
Alluvial,7.95,High,Zaid,Bihar,Rice,Banana
Laterite,8.4,Medium,Rabi,Kerala,Pulses,Wheat
Loamy,6.59,High,Zaid,Punjab,Rice,Pulses
Alluvial,5.79,High,Zaid,Uttar Pradesh,Cotton,Pulses
Red,7.13,Low,Kharif,Bihar,Rice,Cotton
Sandy,5.68,Low,Rabi,Bihar,Sugarcane,Cumin
Black,7.31,Low,Kharif,Punjab,None,Soybean
Sandy,7.77,Medium,Rabi,Haryana,Groundnut,Cotton
Red,7.83,High,Zaid,Punjab,Groundnut,Maize
Alluvial,6.2,High,Rabi,Kerala,Cotton,Soybean
Laterite,5.47,Low,Zaid,Uttar Pradesh,Pulses,Rice
Red,6.57,Medium,Zaid,Gujarat,Cotton,Groundnut
Loamy,6.83,Low,Rabi,Haryana,None,Soybean
Red,5.71,High,Kharif,Kerala,Pulses,Soybean
Red,6.53,Low,Zaid,Punjab,Cotton,Cotton
Sandy,7.71,High,Rabi,Bihar,Groundnut,Maize
Clay,7.31,Low,Zaid,Karnataka,Groundnut,Wheat
Laterite,5.02,High,Rabi,Bihar,Groundnut,Maize
Black,6.93,Low,Rabi,Haryana,Maize,Soybean
Alluvial,7.57,Medium,Kharif,Telangana,Groundnut,Soybean
Black,4.7,High,Rabi,Tamil Nadu,Sugarcane,Banana
Alluvial,4.82,Medium,Zaid,Gujarat,Groundnut,Wheat
Laterite,7.44,Medium,Rabi,Karnataka,Wheat,Rice
Sandy,7.06,Low,Rabi,Punjab,Sugarcane,Maize
Clay,4.69,Low,Rabi,Karnataka,Groundnut,Cotton
Alluvial,7.62,High,Kharif,Karnataka,Groundnut,Cotton
Black,8.45,Medium,Kharif,Kerala,None,Banana
Loamy,7.01,Low,Kharif,Telangana,Groundnut,Banana
Black,6.39,High,Rabi,Punjab,Groundnut,Maize
Laterite,5.64,Medium,Zaid,Punjab,Groundnut,Cumin
Black,6.22,Low,Rabi,Tamil Nadu,Wheat,Maize
Red,4.81,High,Rabi,Bihar,None,Wheat
Clay,7.69,High,Rabi,Uttar Pradesh,Pulses,Groundnut
Sandy,7.32,Medium,Rabi,Uttar Pradesh,Cotton,Cotton
Laterite,6.7,Low,Kharif,Uttar Pradesh,Wheat,Groundnut
Red,6.24,High,Rabi,Tamil Nadu,Cotton,Soybean
Black,7.13,Low,Zaid,Gujarat,Groundnut,Pulses
Black,4.62,Medium,Rabi,Maharashtra,Sugarcane,Banana
Loamy,6.94,Low,Zaid,Gujarat,Maize,Cotton
Clay,5.24,Medium,Rabi,Haryana,Rice,Pulses
Sandy,6.9,Medium,Rabi,Tamil Nadu,Cotton,Cumin
Loamy,6.9,Medium,Rabi,Karnataka,Wheat,Rice
Red,4.85,Low,Rabi,Maharashtra,Rice,Groundnut
Clay,5.24,Low,Kharif,Maharashtra,Maize,Sugarcane
Loamy,8.16,Medium,Zaid,Punjab,Pulses,Rice
Laterite,7.14,Low,Rabi,Punjab,Pulses,Banana
Sandy,5.8,Low,Zaid,Karnataka,Pulses,Pulses
Laterite,7.66,Low,Rabi,Gujarat,Maize,Pulses
Clay,5.62,Medium,Rabi,Haryana,Rice,Cumin
Clay,8.12,High,Zaid,Bihar,Pulses,Rice
Clay,6.34,Medium,Rabi,Maharashtra,Rice,Maize
Red,6.26,High,Rabi,Punjab,Cotton,Maize
Loamy,6.51,Medium,Kharif,Telangana,Sugarcane,Maize
Black,6.92,High,Kharif,Gujarat,Groundnut,Soybean
Alluvial,7.05,Low,Rabi,Maharashtra,Cotton,Pulses
Clay,6.94,Medium,Kharif,Kerala,None,Rice
Laterite,4.75,High,Rabi,Karnataka,Rice,Maize
Alluvial,5.75,High,Kharif,Punjab,Pulses,Maize
Sandy,7.47,High,Kharif,Telangana,Cotton,Soybean
Clay,7.75,High,Kharif,Punjab,Sugarcane,Cumin
Red,8.01,High,Rabi,Tamil Nadu,Sugarcane,Wheat
Clay,5.17,Low,Kharif,Karnataka,Sugarcane,Wheat
Loamy,5.74,Low,Zaid,Haryana,Groundnut,Wheat
Alluvial,7.58,Low,Rabi,Uttar Pradesh,None,Sugarcane
Sandy,4.76,High,Zaid,Punjab,Groundnut,Sugarcane
Clay,7.42,Low,Kharif,Haryana,Cotton,Wheat
Clay,5.65,Medium,Kharif,Haryana,Rice,Cotton
Alluvial,5.23,Medium,Zaid,Haryana,Cotton,Maize
Loamy,5.34,Low,Kharif,Maharashtra,Maize,Wheat
Loamy,6.85,Low,Kharif,Haryana,Wheat,Rice
Loamy,5.05,High,Kharif,Maharashtra,Pulses,Cumin
Alluvial,5.51,High,Kharif,Uttar Pradesh,Cotton,Cotton
Alluvial,7.06,Low,Zaid,Maharashtra,Wheat,Maize
Red,7.96,Low,Rabi,Gujarat,None,Pulses
Laterite,4.72,Low,Zaid,Punjab,Sugarcane,Banana
Loamy,8.28,Medium,Rabi,Uttar Pradesh,Cotton,Sugarcane
Loamy,6.74,Medium,Zaid,Telangana,Wheat,Pulses
Clay,7.66,Low,Zaid,Haryana,Wheat,Cotton
Clay,7.91,Medium,Rabi,Karnataka,Sugarcane,Cotton
Black,8.45,Medium,Rabi,Bihar,Pulses,Rice
Alluvial,5.14,High,Zaid,Kerala,Maize,Rice
Laterite,7.83,High,Rabi,Punjab,Pulses,Banana
Loamy,4.58,Low,Kharif,Tamil Nadu,Pulses,Sugarcane
Sandy,5.17,High,Kharif,Karnataka,Groundnut,Banana
Clay,6.58,High,Kharif,Punjab,Groundnut,Cotton
Red,5.54,High,Zaid,Bihar,Sugarcane,Pulses
Black,8.2,Medium,Kharif,Maharashtra,Sugarcane,Wheat
Sandy,6.26,Medium,Zaid,Bihar,Maize,Wheat
Alluvial,8.2,High,Rabi,Haryana,None,Cumin
Sandy,6.79,High,Zaid,Punjab,None,Sugarcane
Sandy,7.77,High,Rabi,Tamil Nadu,Rice,Maize
Black,7.08,Low,Kharif,Kerala,Sugarcane,Pulses
Red,6.2,High,Zaid,Maharashtra,Rice,Banana
Clay,6.47,Low,Rabi,Kerala,Cotton,Maize
Black,4.68,Low,Zaid,Maharashtra,Cotton,Wheat
Sandy,5.25,Low,Zaid,Uttar Pradesh,None,Cumin
Black,7.08,Low,Rabi,Karnataka,Wheat,Sugarcane
Red,8.49,Medium,Rabi,Maharashtra,Sugarcane,Rice
